headerdatestamp|headeridentifier|headersetSpec|metadata.mods.abstract.0|metadata.mods.abstract.1|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.locationphysicalLocation|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@authority|metadata.mods.name.role.roleTerm@type|metadata.mods.name.role.roleTerm@valueURI|metadata.mods.name@authority|metadata.mods.name@valueURI|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.2|metadata.mods.originInfo.dateCreated.0|metadata.mods.originInfo.dateCreated.1#text|metadata.mods.originInfo.dateCreated.1@encoding|metadata.mods.originInfo.dateCreated.1@keyDate|metadata.mods.originInfo.dateCreated.1@qualifier|metadata.mods.physicalDescription.form#text|metadata.mods.physicalDescription.form@authority|metadata.mods.physicalDescription.form@valueURI|metadata.mods.physicalDescriptiondigitalOrigin|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInforecordContentSource|metadata.mods.recordInforecordIdentifier|metadata.mods.recordInforecordOrigin|metadata.mods.relatedItem.titleInfotitle|metadata.mods.relatedItem@displayLabel|metadata.mods.relatedItem@type|metadata.mods.subject.0@authority|metadata.mods.subject.0@valueURI|metadata.mods.subject.0topic|metadata.mods.subject.1.cartographicscoordinates|metadata.mods.subject.1.geographic#text|metadata.mods.subject.1.geographic@authority|metadata.mods.subject.1.geographic@valueURI|metadata.mods.subject.1geographic|metadata.mods.subject.1topic|metadata.mods.subject.2.cartographicscoordinates|metadata.mods.subject.2.geographic#text|metadata.mods.subject.2.geographic@authority|metadata.mods.subject.2.geographic@valueURI|metadata.mods.subject.2.hierarchicalGeographiccity|metadata.mods.subject.2.hierarchicalGeographiccitySection|metadata.mods.subject.2.hierarchicalGeographiccountry|metadata.mods.subject.2.hierarchicalGeographicstate|metadata.mods.subject.2geographic|metadata.mods.subject.3.hierarchicalGeographiccity|metadata.mods.subject.3.hierarchicalGeographiccitySection|metadata.mods.subject.3.hierarchicalGeographiccountry|metadata.mods.subject.3.hierarchicalGeographicstate|metadata.mods.titleInfononSort|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modstypeOfResource
2020-03-10T13:10:52Z|bcpl_177|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_03848|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A177|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A177/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |This structure appears on the National Historical Registry.|Ownership: Private; Current Use: Residence|Address: 400 Indiana Ave., Maryville, TN|ca. 1870|1870|edtf|yes|approximate|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_03848|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|    |    |    |    |College Hill Historic District (Maryville, Tenn.)|    |35.74673, -83.979|Maryville (Tenn.)|naf|http://id.loc.gov/authorities/names/n79022085|    |    |    |    |    |Maryville|Street: 400 Indiana Avenue|United States|Tennessee|    |"A. G. Howe House ,later known as ""Casablanca,"""|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural -- two story frame house with side gables; originally had two front entrances, built ca. 1870|still image
2020-03-10T13:10:52Z|bcpl_103|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_00046|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A103|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A103/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |Ownership: Private; Current Use: Residence|Address: 317 W. Broadway Ave., Maryville, TN|    |1885|1885|edtf|yes|    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_00046|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.74673, -83.979|Maryville (Tenn.)|naf|http://id.loc.gov/authorities/names/n79022085|    |    |    |    |    |    |Maryville|Street: 317 West Broadway Avenue|United States|Tennessee|    |    |    |    |    |    |Dr. Leland Ramsey House|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural -- one story frame house with gabled roof, rear ell, gabled front porch with decorative wood trim built in 1885.|still image
2020-03-10T13:10:52Z|bcpl_165|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_03532|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A165|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A165/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |This structure appears on the National Historical Registry.|Ownership: Federal; Current Use: Museum|Address: Cades Cove, Great Smoky Mountains National Park, TN|before 1890|1700|edtf|yes|questionable|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_03532|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.59426, -83.84184|Cades Cove (Tenn.)|lcsh|http://id.loc.gov/authorities/subjects/sh85018626|    |    |    |    |    |    |    |    |    |    |Cades Cove Historic District (Cades Cove, Tenn.)|    |    |    |    |    |Smokehouse|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural -- pre1890 smokehouse relocated to site of Cable Mill by Park Service; log pen, front and rear gables, half dovetail notches, poplar logs; poplar log meat bench inside|still image
2020-03-10T13:10:52Z|bcpl_187|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_04606|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A187|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A187/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |Ownership: Private; Current Use: Residence|Address: 2410 Sevierville Rd., Maryville, TN|    |Unknown|1800|edtf|yes|inferred|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_04606|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Maryville|Street: 2410 Sevierville Road|United States|Tennessee|    |    |    |    |    |    |Andy Dunn House|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural -- one and one-half story frame house with hip and gable roof, dormers, porch|still image
2020-03-10T13:10:52Z|bcpl_123|bcpl|Architectural -- two story brick with frame side and rear additions; built 1847|Historical -- site of Gen. O. O. Howard's headquarters during the Federal Army's visit to Blount County, December 1863.|Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_00775|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A123|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A123/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |This structure appears on the National Historical Registry.|Ownership: Private; Current Use: Residence|Address: Big Gully Rd., 0.3 mi. N. of Kyker Rd., Maryville, TN|1847|1847|edtf|yes|    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_00775|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Maryville|Street: Big Gully Road, 0.3 mile North of Kyker Road|United States|Tennessee|    |    |    |    |    |    |Macklin Kerr House (NR)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2020-03-10T13:10:52Z|bcpl_175|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_03835|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A175|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A175/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |This structure appears on the National Historical Registry.|Ownership: Private; Current Use: Residence|Address: 116 Indiana Avenue, Maryville, TN|1896|1896|edtf|yes|    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_03835|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|    |    |    |    |College Hill Historic District (Maryville, Tenn.)|    |35.74673, -83.979|Maryville (Tenn.)|naf|http://id.loc.gov/authorities/names/n79022085|    |    |    |    |    |Maryville|Street: 116 Indiana Avenue|United States|Tennessee|    |Jasper Converse Barnes House|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural -- two story frame with hip and gable roof; Queen Anne style, built in 1896|still image
2020-03-10T13:10:52Z|bcpl_124|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_00776|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A124|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A124/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |Ownership: County; Current Use: Same|Address: Thompson Bridge Rd. at Lanier Rd., Maryville, TN|    |ca. 1915|1915|edtf|yes|approximate|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_00776|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Maryville|Street: Thompson Bridge Road & Lanier Road|United States|Tennessee|    |    |    |    |    |    |Thompson Bridge (over Nine Mile Creek)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural and engineering -- closed spandrel concrete bridge, built ca. 1915; one of relatively few remaining from Blount County's early 20th century road and bridge-building effort|still image
2020-03-10T13:10:52Z|bcpl_127|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_01192|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A127|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A127/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |Ownership: Private; Current Use: Barn|Address: Walker Rd., Maryville, TN|    |ca. 1890|1890|edtf|yes|approximate|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_01192|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Maryville|Street: Walker Road|United States|Tennessee|    |    |    |    |    |    |Cam Walker Barn|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural and agricultural -- double pen log barn built ca. 1890, with frame additions|still image
2020-03-10T13:10:52Z|bcpl_120|bcpl|Architectural -- unusual Four Room Plan with four connected linear rooms each originally having an outside as well as an inside entrance; built ca.1850|Historical -- John Hackney operated a saw and grist mill on Gallahar's Creek in the 19th century; Pat Stinnett, who owned the house in the early 20th century, operated a local quarry|Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_00524|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A120|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A120/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |This structure appears on the National Historical Registry.|Ownership: Private; Current Use: Residence|Address: Front St. and Big Springs Rd.,, Friendsville, TN|ca. 1850|1850|edtf|yes|approximate|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_00524|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Friendsville|Street: Front Street & Big Springs Road|United States|Tennessee|    |    |    |    |    |    |John Hackney House (NR)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2020-03-10T13:10:52Z|bcpl_161|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_03522|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A161|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A161/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |This structure appears on the National Historical Registry.|Ownership: Federal; Current Use: Museum, with occasional use as a church|Address: Cades Cove, Great Smoky Mountains National Park, TN|1887|1887|edtf|yes|    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_03522|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.59426, -83.84184|Cades Cove (Tenn.)|lcsh|http://id.loc.gov/authorities/subjects/sh85018626|    |    |    |    |    |    |    |    |    |    |Cades Cove Historic District (Cades Cove, Tenn.)|    |    |    |    |    |Cades Cove Primitive Baptist Church|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural and cultural history -- one room frame church with front and rear gables, front belfry, built in 1887 to replace earlier log church; cemetery|still image
2020-03-10T13:10:52Z|bcpl_130|bcpl|Architectural -- typical hip-roofed depot built ca. 1901|History of transportation -- terminus for both the Knoxville & Augusta RR (later Southern RR) and the Little River RR|Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_01361|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A130|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A130/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |Ownership: Private; Current Use: Since 1982, Little River Railroad and Lumber Company Museum|Address: Hwy 321, Walland, later relocated to Hwy 321, Townsend|    |ca. 1901|1901|edtf|yes|approximate|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_01361|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.72814, -83.81323|    |    |    |Walland (Tenn.)|    |    |    |    |    |Walland|Street: Highway 321|United States|Tennessee|    |    |    |    |    |    |Walland Depot|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2020-03-10T13:10:52Z|bcpl_115|bcpl|Architectural -- brick, colonial revival style|Historical -- built in 1936 by the WPA, it is the best remaining example of Blount County schools in that era|Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_00108|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A115|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A115/datastream/TN/view|preview|Blount County Public Library|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|naf|http://id.loc.gov/authorities/names/n80046793|United States. Work Projects Administration|This structure appears on the National Historical Registry.|Ownership: County;|Address: Happy Valley Rd., Tallassee, TN|1936|1936|edtf|yes|    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_00108|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Tallassee|Street: Happy Valley Road|United States|Tennessee|    |    |    |    |    |    |Happy Valley School (NR)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2020-03-10T13:10:52Z|bcpl_128|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_01231|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A128|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A128/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |Ownership: Private; Current Use: same|Address: Schoolhouse Gap Rd, Dry Valley, Townsend, TN|    |pre-1900|1700|edtf|yes|inferred|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_01231|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Townsend|Street: Schoolhouse Gap Road|United States|Tennessee|    |    |    |    |    |    |William Dunn Stone Fence|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Local cultural history -- built pre-1900 by William Dunn or Mr. Snyder, the stone fence is several hundred yds. in length, 3-4 ft. high, and 2-3 ft. wide|still image
2020-03-10T13:10:52Z|bcpl_146|bcpl|Architectural -- log building, reconstructed in 1970s (after extensive archeological research) to replace deteriorated field school built in 1794|Historical -- Sam Houston taught here in 1812 before moving on to military and political careers|Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_02277|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A146|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A146/datastream/TN/view|preview|Blount County Public Library|    |    |    |    |    |    |    |This structure appears on the National Historical Registry.|Ownership: State; Current Use: State historic site, including the schoolhouse, a museum and gift shop, a pavilion|Address: 3650 Old Sam Houston School Rd.|1794|1794|edtf|yes|    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_02277|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.68724, -83.92553|Blount County (Tenn.)|naf|http://id.loc.gov/authorities/names/n81025935|    |    |    |    |    |    |Maryville|Street: 3650 Old Sam Houston School Road|United States|Tennessee|    |    |    |    |    |    |Sam Houston Schoolhouse (NR)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2020-03-10T13:10:52Z|bcpl_166|bcpl|    |    |Digital Image Copyright (c) 2004. Blount County Public Library, Maryville, TN. All Rights Reserved. For permission to use, contact: Reference Department, Blount County Public Library, 508 N. Cusick Street, Maryville, TN 37804 (865-982-0982).|local rights statement|bcpl_03537|local|zxx|iso639-2b|code|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A166|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/bcpl%3A166/datastream/TN/view|preview|Blount County Public Library|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Cable, John P.|This structure appears on the National Historical Registry.|Ownership: Federal; Current Use: Operating mill for display|Address: Cades Cove, Great Smoky Mountains National Park, TN|19th century|1800|edtf|yes|approximate|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|eng|iso639-2b|code|Blount County Public Library|record_bcpl_03537|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Blount County Historical and Architectural Inventory|Project|host|lcsh|http://id.loc.gov/authorities/subjects/sh85061097|Historic buildings|35.59426, -83.84184|Cades Cove (Tenn.)|lcsh|http://id.loc.gov/authorities/subjects/sh85018626|    |    |    |    |    |    |    |    |    |    |Cades Cove Historic District (Cades Cove, Tenn.)|    |    |    |    |    |John P. Cable Mill|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Architectural and economic history -- frame grist mill powered by overshot water wheel, probably built and operated by John P. Cable in the 19th century; exterior of mill rebuilt by Park Service in 1951, wheel replaced several times, inner workings essent|still image
